Word,Freq_CSAT,LogE_Freq_CSAT,Log10_Freq_CSAT,Length,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,Ortho_N,OLD,OLDF
soup,3,1.0986122886681098,0.6020599913279624,4,6046,8.707,25.2,3.109,4,1.7,8.216
languages,3,1.0986122886681098,0.6020599913279624,9,28466,10.256,4.1,2.322,0,3.65,6.477
convenient,3,1.0986122886681098,0.6020599913279624,10,8488,9.046,8.55,2.64,0,2.8,6.41
skilled,3,1.0986122886681098,0.6020599913279624,7,4952,8.508,2.37,2.086,2,1.85,6.579
insight,3,1.0986122886681098,0.6020599913279624,7,7742,8.954,2.8,2.158,0,2.65,7.917
contain,3,1.0986122886681098,0.6020599913279624,7,25742,10.156,6.08,2.493,0,2.3,7.184
lonely,3,1.0986122886681098,0.6020599913279624,6,4872,8.491,41.67,3.328,1,1.95,7.733
donation,3,1.0986122886681098,0.6020599913279624,8,3223,8.078,3.51,2.255,0,2.2,7.058
adopt,3,1.0986122886681098,0.6020599913279624,5,5702,8.649,4.67,2.378,2,1.85,7.652
regarding,3,1.0986122886681098,0.6020599913279624,9,40124,10.6,8.47,2.636,2,2.5,6.98
surface,3,1.0986122886681098,0.6020599913279624,7,25649,10.152,18.24,2.969,0,2.5,6.518
town,3,1.0986122886681098,0.6020599913279624,4,37149,10.523,247.92,4.102,4,1.6,8.649
injury,3,1.0986122886681098,0.6020599913279624,6,8073,8.996,10.2,2.717,1,2.55,6.882
produces,3,1.0986122886681098,0.6020599913279624,8,9877,9.198,2.63,2.13,3,2.35,7.391
mechanism,3,1.0986122886681098,0.6020599913279624,9,13144,9.484,3.73,2.281,0,3.15,6.091
carried,3,1.0986122886681098,0.6020599913279624,7,17976,9.797,20.12,3.012,5,1.75,6.686
complexity,3,1.0986122886681098,0.6020599913279624,10,5818,8.669,0.8,1.623,0,3.35,7.197
expanding,3,1.0986122886681098,0.6020599913279624,9,7127,8.872,1.96,2.004,0,2.8,7.199
insects,3,1.0986122886681098,0.6020599913279624,7,2369,7.77,3.1,2.201,1,2.15,6.984
towel,3,1.0986122886681098,0.6020599913279624,5,3399,8.131,14.16,2.859,5,1.65,7.334
parental,3,1.0986122886681098,0.6020599913279624,8,2201,7.697,2.06,2.025,0,2.75,7.327
moreover,3,1.0986122886681098,0.6020599913279624,8,7313,8.897,1.24,1.806,0,3.15,6.866
difficulties,3,1.0986122886681098,0.6020599913279624,12,5784,8.663,3.43,2.245,0,5.45,6.106
intelligent,3,1.0986122886681098,0.6020599913279624,11,20769,9.941,13.51,2.839,0,3.9,6.407
property,3,1.0986122886681098,0.6020599913279624,8,33095,10.407,33.29,3.23,1,2.75,7.689
passed,3,1.0986122886681098,0.6020599913279624,6,30331,10.32,51.59,3.42,5,1.7,7.051
precise,3,1.0986122886681098,0.6020599913279624,7,6777,8.821,5.2,2.425,1,2.35,7.059
reputation,3,1.0986122886681098,0.6020599913279624,10,9145,9.121,19.27,2.993,1,2.45,6.789
location,3,1.0986122886681098,0.6020599913279624,8,62969,11.05,24.76,3.102,2,1.9,7.273
confidence,3,1.0986122886681098,0.6020599913279624,10,14812,9.603,19.47,2.997,0,2.6,6.049
misleading,3,1.0986122886681098,0.6020599913279624,10,4837,8.484,0.84,1.643,0,3.6,6.815
ongoing,3,1.0986122886681098,0.6020599913279624,7,8190,9.011,2.18,2.049,1,2.6,6.528
seed,3,1.0986122886681098,0.6020599913279624,4,8215,9.014,7.57,2.588,18,1.0,8.507
twenty,3,1.0986122886681098,0.6020599913279624,6,10756,9.283,27.02,3.14,0,2.3,7.509
category,3,1.0986122886681098,0.6020599913279624,8,17024,9.742,4.06,2.318,0,3.55,6.453
printing,3,1.0986122886681098,0.6020599913279624,8,22497,10.021,3.57,2.263,2,1.9,6.582
graph,3,1.0986122886681098,0.6020599913279624,5,4545,8.422,0.75,1.591,1,1.9,7.796
deadline,3,1.0986122886681098,0.6020599913279624,8,6286,8.746,5.86,2.477,1,2.55,5.9
runner,3,1.0986122886681098,0.6020599913279624,6,4480,8.407,4.96,2.405,1,1.9,7.056
seeks,3,1.0986122886681098,0.6020599913279624,5,7881,8.972,2.86,2.167,4,1.7,7.488
demands,3,1.0986122886681098,0.6020599913279624,7,8414,9.038,9.71,2.696,0,2.45,7.385
normally,3,1.0986122886681098,0.6020599913279624,8,24873,10.122,16.04,2.913,2,2.4,7.228
combine,3,1.0986122886681098,0.6020599913279624,7,6592,8.794,2.22,2.057,1,2.15,6.94
biological,3,1.0986122886681098,0.6020599913279624,10,10525,9.262,5.88,2.479,0,2.95,6.315
sister,3,1.0986122886681098,0.6020599913279624,6,17160,9.75,180.53,3.964,3,1.8,7.007
enable,3,1.0986122886681098,0.6020599913279624,6,12551,9.438,1.47,1.881,1,1.8,7.332
provided,3,1.0986122886681098,0.6020599913279624,8,50365,10.827,9.92,2.705,2,2.35,7.169
capabilities,3,1.0986122886681098,0.6020599913279624,12,13675,9.523,1.98,2.009,0,4.15,6.597
pleasurable,3,1.0986122886681098,0.6020599913279624,11,1050,6.957,0.75,1.591,0,3.7,5.616
cultivate,3,1.0986122886681098,0.6020599913279624,9,610,6.413,0.94,1.69,0,2.65,5.647
contributes,3,1.0986122886681098,0.6020599913279624,11,1768,7.478,0.31,1.23,1,3.0,7.342
breaking,3,1.0986122886681098,0.6020599913279624,8,12257,9.414,42.25,3.334,1,1.95,6.947
trips,3,1.0986122886681098,0.6020599913279624,5,6858,8.833,7.2,2.566,6,1.55,7.489
distant,3,1.0986122886681098,0.6020599913279624,7,6078,8.712,8.61,2.643,0,2.4,6.733
river,3,1.0986122886681098,0.6020599913279624,5,27274,10.214,55.47,3.452,7,1.55,7.455
map,3,1.0986122886681098,0.6020599913279624,3,25878,10.161,31.82,3.211,18,1.0,9.136
bats,2,0.6931471805599453,0.47712125471966244,4,3884,8.265,6.06,2.491,16,1.0,8.15
flip,2,0.6931471805599453,0.47712125471966244,4,5994,8.699,14.27,2.863,6,1.6,7.675
artistic,2,0.6931471805599453,0.47712125471966244,8,4327,8.373,4.92,2.401,1,2.6,6.472
hopefully,2,0.6931471805599453,0.47712125471966244,9,20531,9.93,11.71,2.777,0,3.4,5.607
ownership,2,0.6931471805599453,0.47712125471966244,9,9721,9.182,2.27,2.068,0,3.65,6.348
exported,2,0.6931471805599453,0.47712125471966244,8,2517,7.831,0.06,0.602,0,2.4,7.333
slightly,2,0.6931471805599453,0.47712125471966244,8,35773,10.485,11.29,2.761,0,2.45,7.012
cooling,2,0.6931471805599453,0.47712125471966244,7,3758,8.232,2.2,2.053,5,1.7,6.695
shouting,2,0.6931471805599453,0.47712125471966244,8,3165,8.06,14.59,2.872,3,1.85,6.815
insurance,2,0.6931471805599453,0.47712125471966244,9,26430,10.182,38.33,3.291,0,2.7,6.618
souvenir,2,0.6931471805599453,0.47712125471966244,8,649,6.475,4.71,2.382,0,3.6,7.032
exam,2,0.6931471805599453,0.47712125471966244,4,4218,8.347,13.41,2.836,0,2.0,8.237
explains,2,0.6931471805599453,0.47712125471966244,8,10431,9.253,9.04,2.665,0,2.7,7.078
reminder,2,0.6931471805599453,0.47712125471966244,8,3544,8.173,3.76,2.286,1,2.25,6.533
teenagers,2,0.6931471805599453,0.47712125471966244,9,2688,7.897,4.22,2.334,0,3.65,6.568
appointment,2,0.6931471805599453,0.47712125471966244,11,4706,8.457,30.57,3.193,0,3.45,6.113
dealing,2,0.6931471805599453,0.47712125471966244,7,21491,9.975,28.24,3.159,3,1.8,7.256
variation,2,0.6931471805599453,0.47712125471966244,9,6014,8.702,1.25,1.813,0,2.5,6.77
victim,2,0.6931471805599453,0.47712125471966244,6,11638,9.362,47.73,3.386,0,2.8,6.935
pricing,2,0.6931471805599453,0.47712125471966244,7,8215,9.014,0.27,1.176,1,1.9,7.359
roof,2,0.6931471805599453,0.47712125471966244,4,5626,8.635,35.65,3.26,7,1.55,8.001
sequence,2,0.6931471805599453,0.47712125471966244,8,102898,11.541,8.39,2.632,0,2.7,6.618
scoring,2,0.6931471805599453,0.47712125471966244,7,6454,8.772,1.75,1.954,3,1.8,6.83
officials,2,0.6931471805599453,0.47712125471966244,9,16742,9.726,6.98,2.553,0,3.45,7.286
papers,2,0.6931471805599453,0.47712125471966244,6,28732,10.266,51.73,3.421,4,1.75,6.724
weapons,2,0.6931471805599453,0.47712125471966244,7,28521,10.258,40.49,3.315,0,2.6,6.99
arm,2,0.6931471805599453,0.47712125471966244,3,20427,9.925,65.41,3.523,5,1.45,8.723
habitat,2,0.6931471805599453,0.47712125471966244,7,2127,7.662,2.24,2.061,0,2.75,6.137
mine,2,0.6931471805599453,0.47712125471966244,4,89230,11.399,250.98,4.107,20,1.0,8.321
hiding,2,0.6931471805599453,0.47712125471966244,6,6793,8.824,43.27,3.344,5,1.7,7.762
constructive,2,0.6931471805599453,0.47712125471966244,12,4446,8.4,2.18,2.049,0,3.05,6.217
miles,2,0.6931471805599453,0.47712125471966244,5,35566,10.479,88.24,3.653,10,1.4,7.603
connections,2,0.6931471805599453,0.47712125471966244,11,17412,9.765,7.9,2.606,0,2.45,7.524
fat,2,0.6931471805599453,0.47712125471966244,3,29356,10.287,79.43,3.608,15,1.0,9.281
willingness,2,0.6931471805599453,0.47712125471966244,11,3861,8.259,1.33,1.839,0,4.4,5.533
significance,2,0.6931471805599453,0.47712125471966244,12,6015,8.702,3.49,2.253,0,4.45,6.185
ridicule,2,0.6931471805599453,0.47712125471966244,8,1800,7.496,1.96,2.004,0,3.45,6.377
counted,2,0.6931471805599453,0.47712125471966244,7,5341,8.583,6.33,2.51,3,1.85,6.872
shadow,2,0.6931471805599453,0.47712125471966244,6,17543,9.772,21.18,3.034,0,2.25,7.283
experiential,2,0.6931471805599453,0.47712125471966244,12,389,5.964,,,0,3.65,7.065
board,2,0.6931471805599453,0.47712125471966244,5,79617,11.285,64.16,3.515,2,1.7,7.969
answering,2,0.6931471805599453,0.47712125471966244,9,9440,9.153,14.02,2.855,0,3.0,6.361
mapped,2,0.6931471805599453,0.47712125471966244,6,3951,8.282,0.9,1.672,7,1.65,6.353
secretly,2,0.6931471805599453,0.47712125471966244,8,2228,7.709,5.1,2.417,0,2.65,7.607
pollution,2,0.6931471805599453,0.47712125471966244,9,4960,8.509,1.9,1.991,0,2.85,7.579
trends,2,0.6931471805599453,0.47712125471966244,6,4903,8.498,0.71,1.568,1,1.85,7.783
interfering,2,0.6931471805599453,0.47712125471966244,11,1374,7.225,3.06,2.196,0,3.25,6.086
bend,2,0.6931471805599453,0.47712125471966244,4,6891,8.838,15.06,2.886,12,1.15,8.662
broader,2,0.6931471805599453,0.47712125471966244,7,3010,8.01,0.67,1.544,1,1.95,6.53
dancers,2,0.6931471805599453,0.47712125471966244,7,3387,8.128,5.33,2.436,2,1.8,7.127
domestic,2,0.6931471805599453,0.47712125471966244,8,12573,9.439,6.88,2.546,0,3.0,5.693
select,2,0.6931471805599453,0.47712125471966244,6,38056,10.547,3.53,2.258,0,2.0,7.516
arise,2,0.6931471805599453,0.47712125471966244,5,5031,8.523,2.96,2.182,1,1.8,7.686
improves,2,0.6931471805599453,0.47712125471966244,8,2568,7.851,0.63,1.518,1,2.5,7.007
forecasts,2,0.6931471805599453,0.47712125471966244,9,2413,7.789,0.22,1.079,0,2.9,5.892
mud,2,0.6931471805599453,0.47712125471966244,3,11445,9.345,14.82,2.879,6,1.65,8.764
visiting,2,0.6931471805599453,0.47712125471966244,8,8123,9.002,15.43,2.897,0,2.85,7.233
describes,2,0.6931471805599453,0.47712125471966244,9,11727,9.37,1.59,1.914,1,2.65,6.842
tackle,2,0.6931471805599453,0.47712125471966244,6,2235,7.712,4.29,2.342,2,1.85,6.177
perceive,2,0.6931471805599453,0.47712125471966244,8,3388,8.128,1.45,1.875,0,2.65,6.477
western,2,0.6931471805599453,0.47712125471966244,7,38452,10.557,13.31,2.833,0,2.15,7.293
leadership,2,0.6931471805599453,0.47712125471966244,10,14685,9.595,4.88,2.398,1,3.6,6.587
frustration,2,0.6931471805599453,0.47712125471966244,11,4331,8.374,2.98,2.185,0,3.25,6.317
shoe,2,0.6931471805599453,0.47712125471966244,4,5209,8.558,30.39,3.191,6,1.4,8.527
dorsal,2,0.6931471805599453,0.47712125471966244,6,287,5.659,0.53,1.447,0,2.5,7.293
performs,2,0.6931471805599453,0.47712125471966244,8,4616,8.437,0.8,1.623,0,2.65,7.542
hearts,2,0.6931471805599453,0.47712125471966244,6,8055,8.994,22.98,3.069,2,1.8,7.559
campaign,2,0.6931471805599453,0.47712125471966244,8,24070,10.089,16.78,2.933,0,2.95,7.118
factory,2,0.6931471805599453,0.47712125471966244,7,19414,9.874,16.8,2.933,1,2.55,7.042
signs,2,0.6931471805599453,0.47712125471966244,5,14885,9.608,22.02,3.051,1,1.85,7.525
standards,2,0.6931471805599453,0.47712125471966244,9,34746,10.456,7.22,2.567,0,3.35,6.324
aquarium,2,0.6931471805599453,0.47712125471966244,8,2949,7.989,2.76,2.152,1,3.55,6.468
guide,2,0.6931471805599453,0.47712125471966244,5,53202,10.882,17.84,2.959,3,1.75,7.79
reaction,2,0.6931471805599453,0.47712125471966244,8,16706,9.724,16.27,2.92,0,2.0,7.438
somewhat,2,0.6931471805599453,0.47712125471966244,8,31984,10.373,9.1,2.667,0,3.8,7.839
taxing,2,0.6931471805599453,0.47712125471966244,6,1339,7.2,0.29,1.204,3,1.8,7.458
electronics,2,0.6931471805599453,0.47712125471966244,11,16925,9.737,2.73,2.146,0,3.6,6.736
hopes,2,0.6931471805599453,0.47712125471966244,5,8212,9.013,15.1,2.887,7,1.5,7.561
simplest,2,0.6931471805599453,0.47712125471966244,8,3151,8.055,1.45,1.875,0,2.65,7.009
beach,2,0.6931471805599453,0.47712125471966244,5,26666,10.191,56.63,3.461,7,1.45,7.996
informed,2,0.6931471805599453,0.47712125471966244,8,15141,9.625,12.41,2.802,2,2.25,6.99
residential,2,0.6931471805599453,0.47712125471966244,11,3345,8.115,1.78,1.964,0,3.25,6.546
traffic,2,0.6931471805599453,0.47712125471966244,7,25455,10.145,28.51,3.163,0,2.95,6.607
conclusion,2,0.6931471805599453,0.47712125471966244,10,16476,9.71,9.12,2.668,0,2.5,6.405
dumb,2,0.6931471805599453,0.47712125471966244,4,12449,9.429,46.96,3.38,2,1.85,7.647
contexts,2,0.6931471805599453,0.47712125471966244,8,1461,7.287,0.02,0.301,2,2.3,7.394
dish,2,0.6931471805599453,0.47712125471966244,4,7237,8.887,11.45,2.767,6,1.7,8.316
hamburger,2,0.6931471805599453,0.47712125471966244,9,1260,7.139,7.78,2.6,0,3.75,6.378
currents,2,0.6931471805599453,0.47712125471966244,8,1616,7.388,1.69,1.94,1,2.55,7.417
tip,2,0.6931471805599453,0.47712125471966244,3,14596,9.589,27.63,3.149,16,1.1,8.937
competence,2,0.6931471805599453,0.47712125471966244,10,1671,7.421,0.88,1.663,1,3.05,6.926
painted,2,0.6931471805599453,0.47712125471966244,7,5988,8.698,13.92,2.852,6,1.6,6.772
childhood,2,0.6931471805599453,0.47712125471966244,9,5514,8.615,14.18,2.86,0,4.3,5.438
infant,2,0.6931471805599453,0.47712125471966244,6,9248,9.132,4.22,2.334,0,2.1,6.993
proving,2,0.6931471805599453,0.47712125471966244,7,4167,8.335,4.49,2.362,1,1.9,6.968
crossed,2,0.6931471805599453,0.47712125471966244,7,5310,8.577,17.14,2.942,1,1.95,6.151
spite,2,0.6931471805599453,0.47712125471966244,5,5828,8.67,7.61,2.59,6,1.55,7.825
transmitted,2,0.6931471805599453,0.47712125471966244,11,5717,8.651,2.0,2.013,1,3.4,6.882
engineer,2,0.6931471805599453,0.47712125471966244,8,47390,10.766,11.69,2.776,0,3.1,6.566
annoying,2,0.6931471805599453,0.47712125471966244,8,13329,9.498,11.12,2.754,0,2.95,6.852
engaged,2,0.6931471805599453,0.47712125471966244,7,7270,8.892,26.02,3.123,2,2.45,6.233
mode,2,0.6931471805599453,0.47712125471966244,4,65878,11.096,5.16,2.422,10,1.35,8.225
chicken,2,0.6931471805599453,0.47712125471966244,7,11478,9.348,61.73,3.498,1,2.15,6.472
accounting,2,0.6931471805599453,0.47712125471966244,10,15754,9.665,4.51,2.364,0,2.7,6.863
consuming,2,0.6931471805599453,0.47712125471966244,9,2796,7.936,1.06,1.74,0,2.85,6.947
orderly,2,0.6931471805599453,0.47712125471966244,7,1066,6.972,4.37,2.35,0,2.6,7.033
arrangement,2,0.6931471805599453,0.47712125471966244,11,6832,8.829,9.45,2.684,0,3.35,6.414
crowds,2,0.6931471805599453,0.47712125471966244,6,2105,7.652,3.51,2.255,1,1.85,6.863
caution,2,0.6931471805599453,0.47712125471966244,7,4352,8.378,5.16,2.422,1,2.15,7.455
governed,2,0.6931471805599453,0.47712125471966244,8,1712,7.445,0.98,1.708,0,2.65,6.27
extending,2,0.6931471805599453,0.47712125471966244,9,3048,8.022,1.06,1.74,0,2.7,7.437
offered,2,0.6931471805599453,0.47712125471966244,7,28113,10.244,26.14,3.125,0,2.5,6.958
pain,2,0.6931471805599453,0.47712125471966244,4,36596,10.508,97.94,3.699,11,1.15,8.523
temporal,2,0.6931471805599453,0.47712125471966244,8,3170,8.061,1.35,1.845,0,2.95,6.911
stance,2,0.6931471805599453,0.47712125471966244,6,4292,8.365,1.88,1.987,2,1.85,8.119
bicycle,2,0.6931471805599453,0.47712125471966244,7,5038,8.525,6.61,2.529,0,2.75,6.789
physician,2,0.6931471805599453,0.47712125471966244,9,4205,8.344,6.14,2.497,0,3.45,6.711
homeland,2,0.6931471805599453,0.47712125471966244,8,1570,7.359,4.78,2.389,0,2.9,6.575
teas,2,0.6931471805599453,0.47712125471966244,4,675,6.515,0.51,1.431,8,1.3,8.643
guarantee,2,0.6931471805599453,0.47712125471966244,9,16923,9.736,22.02,3.051,0,3.45,6.479
unable,2,0.6931471805599453,0.47712125471966244,6,24024,10.087,10.25,2.719,2,1.9,7.818
correctly,2,0.6931471805599453,0.47712125471966244,9,28488,10.257,6.06,2.491,0,3.3,6.823
slowed,2,0.6931471805599453,0.47712125471966244,6,2433,7.797,2.27,2.068,7,1.65,6.578
memorized,2,0.6931471805599453,0.47712125471966244,9,835,6.727,2.14,2.041,0,3.15,5.944
establish,2,0.6931471805599453,0.47712125471966244,9,13482,9.509,6.33,2.51,0,3.4,6.279
adds,2,0.6931471805599453,0.47712125471966244,4,11870,9.382,3.94,2.305,2,1.8,8.242
zeal,2,0.6931471805599453,0.47712125471966244,4,700,6.551,0.61,1.505,9,1.55,8.662
pigs,2,0.6931471805599453,0.47712125471966244,4,4274,8.36,13.29,2.832,8,1.55,7.857
meantime,2,0.6931471805599453,0.47712125471966244,8,5417,8.597,15.08,2.886,1,2.8,6.396
emergency,2,0.6931471805599453,0.47712125471966244,9,13361,9.5,54.43,3.444,1,3.25,6.815
steak,2,0.6931471805599453,0.47712125471966244,5,1510,7.32,16.24,2.919,5,1.65,7.915
sunlight,2,0.6931471805599453,0.47712125471966244,8,2621,7.871,4.63,2.375,0,2.8,7.088
academics,2,0.6931471805599453,0.47712125471966244,9,1817,7.505,0.69,1.556,1,3.6,6.435
devise,2,0.6931471805599453,0.47712125471966244,6,1122,7.023,0.63,1.518,3,1.75,7.388
fierce,2,0.6931471805599453,0.47712125471966244,6,2397,7.782,4.78,2.389,1,2.2,7.887
sleepy,2,0.6931471805599453,0.47712125471966244,6,1205,7.094,8.57,2.642,1,1.9,6.681
prove,2,0.6931471805599453,0.47712125471966244,5,31645,10.362,70.39,3.555,6,1.5,7.888
figures,2,0.6931471805599453,0.47712125471966244,7,25416,10.143,18.61,2.978,1,2.55,6.995
discomfort,2,0.6931471805599453,0.47712125471966244,10,2000,7.601,1.59,1.914,0,3.8,5.354
swing,2,0.6931471805599453,0.47712125471966244,5,7716,8.951,25.98,3.123,6,1.35,7.689
percentages,2,0.6931471805599453,0.47712125471966244,11,1665,7.418,0.39,1.322,0,4.1,6.181
tired,2,0.6931471805599453,0.47712125471966244,5,19063,9.856,112.65,3.759,8,1.45,7.538
wheelchair,2,0.6931471805599453,0.47712125471966244,10,1188,7.08,6.2,2.501,0,5.0,6.229
managing,2,0.6931471805599453,0.47712125471966244,8,8953,9.1,3.39,2.24,0,2.55,7.015
cow,2,0.6931471805599453,0.47712125471966244,3,7262,8.89,25.51,3.115,18,1.0,8.367
voices,2,0.6931471805599453,0.47712125471966244,6,10474,9.257,15.55,2.9,1,1.85,7.571
farmer,2,0.6931471805599453,0.47712125471966244,6,5026,8.522,11.84,2.782,4,1.75,7.384
seeds,2,0.6931471805599453,0.47712125471966244,5,6417,8.767,4.47,2.36,10,1.35,7.628
overcoming,2,0.6931471805599453,0.47712125471966244,10,1050,6.957,0.53,1.447,0,3.25,6.164
lens,2,0.6931471805599453,0.47712125471966244,4,9343,9.142,4.67,2.378,9,1.4,8.242
evaluated,2,0.6931471805599453,0.47712125471966244,9,4657,8.446,0.61,1.505,1,2.7,6.316
portfolio,2,0.6931471805599453,0.47712125471966244,9,4415,8.393,2.04,2.021,0,4.2,6.641
neck,2,0.6931471805599453,0.47712125471966244,4,14841,9.605,59.51,3.482,5,1.7,8.425
threatening,2,0.6931471805599453,0.47712125471966244,11,5532,8.618,11.75,2.778,0,3.55,6.301
flexible,2,0.6931471805599453,0.47712125471966244,8,9484,9.157,2.67,2.137,0,3.3,6.435
togetherness,2,0.6931471805599453,0.47712125471966244,12,112,4.718,0.57,1.477,0,4.7,5.35
remaining,2,0.6931471805599453,0.47712125471966244,9,13693,9.525,6.75,2.538,2,2.2,6.924
entity,2,0.6931471805599453,0.47712125471966244,6,10425,9.252,1.69,1.94,1,2.4,7.147
narrow,2,0.6931471805599453,0.47712125471966244,6,10049,9.215,7.02,2.555,4,1.75,6.825
returns,2,0.6931471805599453,0.47712125471966244,7,18202,9.809,8.76,2.651,0,2.7,7.437
structures,2,0.6931471805599453,0.47712125471966244,10,11470,9.347,1.14,1.771,2,3.05,6.71
prince,2,0.6931471805599453,0.47712125471966244,6,11047,9.31,45.08,3.362,1,1.85,8.183
cream,2,0.6931471805599453,0.47712125471966244,5,9868,9.197,48.71,3.395,2,1.65,7.877
claiming,2,0.6931471805599453,0.47712125471966244,8,11561,9.355,4.16,2.328,0,2.15,6.841
magazines,2,0.6931471805599453,0.47712125471966244,9,18395,9.82,10.25,2.719,0,3.5,6.693
golden,2,0.6931471805599453,0.47712125471966244,6,17531,9.772,23.27,3.075,0,1.95,7.691
fixed,2,0.6931471805599453,0.47712125471966244,5,30688,10.332,32.29,3.217,4,1.8,7.655
altitude,2,0.6931471805599453,0.47712125471966244,8,3730,8.224,3.88,2.299,2,2.6,6.609
skiing,2,0.6931471805599453,0.47712125471966244,6,5768,8.66,4.16,2.328,0,2.0,7.866
satisfies,2,0.6931471805599453,0.47712125471966244,9,789,6.671,0.75,1.591,1,3.45,6.124
spirit,2,0.6931471805599453,0.47712125471966244,6,40804,10.617,49.35,3.401,0,2.05,7.284
die,2,0.6931471805599453,0.47712125471966244,3,67931,11.126,261.14,4.125,12,1.0,8.808
cheer,2,0.6931471805599453,0.47712125471966244,5,1904,7.552,18.69,2.979,3,1.75,7.813
joys,2,0.6931471805599453,0.47712125471966244,4,1001,6.909,1.37,1.851,5,1.7,8.024
finds,2,0.6931471805599453,0.47712125471966244,5,11954,9.389,29.25,3.174,8,1.5,8.087
inaction,2,0.6931471805599453,0.47712125471966244,8,452,6.114,0.14,0.903,0,2.35,7.556
enter,2,0.6931471805599453,0.47712125471966244,5,36407,10.503,29.73,3.181,1,1.85,7.789
hunted,2,0.6931471805599453,0.47712125471966244,6,1403,7.246,3.88,2.299,3,1.75,6.555
tragedies,2,0.6931471805599453,0.47712125471966244,9,504,6.223,0.98,1.708,0,3.65,6.449
losses,2,0.6931471805599453,0.47712125471966244,6,6167,8.727,4.69,2.38,4,1.75,7.005
expects,2,0.6931471805599453,0.47712125471966244,7,3888,8.266,4.71,2.382,1,2.35,7.837
ranked,2,0.6931471805599453,0.47712125471966244,6,3044,8.021,0.96,1.699,6,1.65,6.881
cancellation,2,0.6931471805599453,0.47712125471966244,12,2496,7.822,1.27,1.819,0,3.85,6.862
awake,2,0.6931471805599453,0.47712125471966244,5,3506,8.162,26.71,3.135,2,1.8,7.811
shut,2,0.6931471805599453,0.47712125471966244,4,19700,9.888,263.82,4.129,4,1.6,8.029
stimulating,2,0.6931471805599453,0.47712125471966244,11,1895,7.547,2.35,2.083,0,3.25,6.162
moved,2,0.6931471805599453,0.47712125471966244,5,34884,10.46,69.33,3.549,7,1.6,7.082
effortless,2,0.6931471805599453,0.47712125471966244,10,694,6.542,0.41,1.342,0,3.7,5.183
ecological,2,0.6931471805599453,0.47712125471966244,10,2318,7.748,0.45,1.38,0,3.05,6.363
origins,2,0.6931471805599453,0.47712125471966244,7,4857,8.488,1.14,1.771,0,2.7,7.256
harmonious,2,0.6931471805599453,0.47712125471966244,10,415,6.028,0.39,1.322,0,3.3,5.583
insights,2,0.6931471805599453,0.47712125471966244,8,3240,8.083,1.02,1.724,0,2.7,7.413
fluid,2,0.6931471805599453,0.47712125471966244,5,6796,8.824,8.94,2.66,0,1.95,7.429
nests,2,0.6931471805599453,0.47712125471966244,5,332,5.805,0.45,1.38,5,1.65,7.786
welfare,2,0.6931471805599453,0.47712125471966244,7,20499,9.928,7.88,2.605,0,2.95,7.185
naked,2,0.6931471805599453,0.47712125471966244,5,13367,9.501,39.25,3.302,6,1.65,7.13
honey,2,0.6931471805599453,0.47712125471966244,5,9093,9.115,300.49,4.185,3,1.75,7.866
airplane,2,0.6931471805599453,0.47712125471966244,8,4709,8.457,10.92,2.747,0,2.7,5.749
operate,2,0.6931471805599453,0.47712125471966244,7,12776,9.455,13.37,2.834,0,1.9,6.327
lawyers,2,0.6931471805599453,0.47712125471966244,7,11506,9.351,19.12,2.989,0,2.45,6.677
encourage,2,0.6931471805599453,0.47712125471966244,9,16191,9.692,6.04,2.49,1,3.15,6.663
weak,2,0.6931471805599453,0.47712125471966244,4,17123,9.748,31.51,3.206,6,1.6,8.641
graduation,2,0.6931471805599453,0.47712125471966244,10,2626,7.873,9.8,2.7,0,2.75,7.07
pig,2,0.6931471805599453,0.47712125471966244,3,6375,8.76,39.14,3.3,12,1.25,8.621
manner,2,0.6931471805599453,0.47712125471966244,6,22183,10.007,11.53,2.77,4,1.75,6.971
fortunately,2,0.6931471805599453,0.47712125471966244,11,7535,8.927,8.71,2.648,0,4.15,5.873
considerable,2,0.6931471805599453,0.47712125471966244,12,7466,8.918,4.53,2.365,1,3.8,6.041
essentially,2,0.6931471805599453,0.47712125471966244,11,15440,9.645,3.25,2.223,0,3.8,6.442
adapt,2,0.6931471805599453,0.47712125471966244,5,3389,8.128,2.63,2.13,2,1.95,7.91
jet,2,0.6931471805599453,0.47712125471966244,3,12298,9.417,14.14,2.858,13,1.25,9.091
retired,2,0.6931471805599453,0.47712125471966244,7,5896,8.682,12.06,2.79,1,1.85,6.826
mobile,2,0.6931471805599453,0.47712125471966244,6,9249,9.132,7.47,2.582,0,2.0,6.283
obtaining,2,0.6931471805599453,0.47712125471966244,9,6035,8.705,0.78,1.613,0,2.7,7.142
shout,2,0.6931471805599453,0.47712125471966244,5,3285,8.097,16.45,2.924,6,1.55,8.169
landing,2,0.6931471805599453,0.47712125471966244,7,7575,8.933,16.04,2.913,4,1.75,7.447
joyfully,2,0.6931471805599453,0.47712125471966244,8,175,5.165,0.18,1.0,0,3.3,5.911
campaigns,2,0.6931471805599453,0.47712125471966244,9,3272,8.093,0.9,1.672,0,3.1,7.262
ski,2,0.6931471805599453,0.47712125471966244,3,12347,9.421,8.1,2.617,1,1.65,8.791
